Entry	Protein names	Gene names	Organism	Entry name
A2AJ88	Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-) (EC 3.1.1.5) (Neuropathy target esterase-related esterase) (NRE) (NTE-related esterase)	Pnpla7	Mus musculus (Mouse)	PLPL7_MOUSE
Q3UH93	Plexin-D1	Plxnd1	Mus musculus (Mouse)	PLXD1_MOUSE
Q9ERS4	Pleckstrin homology domain-containing family A member 3 (PH domain-containing family A member 3) (Phosphatidylinositol-four-phosphate adapter protein 1) (FAPP-1) (Phosphoinositol 4-phosphate adapter protein 1)	Plekha3 Fapp1	Mus musculus (Mouse)	PKHA3_MOUSE
P97492	Regulator of G-protein signaling 14 (RGS14) (RAP1/RAP2-interacting protein) (RPIP1)	Rgs14	Mus musculus (Mouse)	RGS14_MOUSE
Q9DAX2	Phospholipid phosphatase 2 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 2) (PAP2-gamma) (PAP2-G) (Phosphatidate phosphohydrolase type 2c) (Phosphatidic acid phosphatase 2c) (PAP-2c) (PAP2c)	Plpp2 Lpp2 Ppap2c	Mus musculus (Mouse)	PLPP2_MOUSE
Q02257	Junction plakoglobin (Desmoplakin III) (Desmoplakin-3)	Jup	Mus musculus (Mouse)	PLAK_MOUSE
Q6NS82	Reticulophagy regulator 2	Retreg2 Fam134a	Mus musculus (Mouse)	RETR2_MOUSE
Q9QZB0	Regulator of G-protein signaling 17 (RGS17) (Regulator of Gz-selective protein signaling 2)	Rgs17 Rgsz2	Mus musculus (Mouse)	RGS17_MOUSE
Q80TI1	Pleckstrin homology domain-containing family H member 1 (PH domain-containing family H member 1)	Plekhh1 Kiaa1200	Mus musculus (Mouse)	PKHH1_MOUSE
Q8C115	Pleckstrin homology domain-containing family H member 2	Plekhh2 Kiaa2028	Mus musculus (Mouse)	PKHH2_MOUSE
Q9CR73	Proline-rich nuclear receptor coactivator 2	Pnrc2	Mus musculus (Mouse)	PNRC2_MOUSE
Q8CIK8	E3 ubiquitin-protein ligase RFWD3 (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3) (RING finger protein 201)	Rfwd3 Rnf201	Mus musculus (Mouse)	RFWD3_MOUSE
Q9EP95	Resistin-like alpha (Cysteine-rich secreted protein A12-gamma) (Cysteine-rich secreted protein FIZZ1) (Hypoxia-induced mitogenic factor) (Parasite-induced macrophage novel gene 1 protein) (RELMalpha)	Retnla Fizz1 Himf Pmng1	Mus musculus (Mouse)	RETNA_MOUSE
Q99P86	Resistin-like beta (Cysteine-rich secreted protein A12-beta) (Cysteine-rich secreted protein FIZZ2) (RELMbeta)	Retnlb Fizz2	Mus musculus (Mouse)	RETNB_MOUSE
Q9JHG1	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P (Down syndrome critical region protein 5 homolog) (Phosphatidylinositol-glycan biosynthesis class P protein) (PIG-P)	Pigp Dcrc Dscr5	Mus musculus (Mouse)	PIGP_MOUSE
Q8K426	Resistin-like gamma (Resistin-like molecule gamma) (RELMgamma) (Ten-cysteine protein 1) (XCP1)	Retnlg Xcp1	Mus musculus (Mouse)	RETNG_MOUSE
P48377	MHC class II regulatory factor RFX1 (Regulatory factor X 1) (Transcription factor RFX1)	Rfx1	Mus musculus (Mouse)	RFX1_MOUSE
Q9QZ09	Protein PHTF1	Phtf1 Phtf	Mus musculus (Mouse)	PHTF1_MOUSE
Q8CB19	Protein PHTF2	Phtf2	Mus musculus (Mouse)	PHTF2_MOUSE
Q6BCL1	PML-RARA-regulated adapter molecule 1 (PRAM-1)	Pram1	Mus musculus (Mouse)	PRAM_MOUSE
Q5PRE5	Proline and serine-rich protein 1	Proser1	Mus musculus (Mouse)	PRSR1_MOUSE
E9Q8T2	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15)	Prdm15	Mus musculus (Mouse)	PRD15_MOUSE
Q99PV0	Pre-mRNA-processing-splicing factor 8 (Splicing factor Prp8)	Prpf8 Prp8	Mus musculus (Mouse)	PRP8_MOUSE
Q8C494	Proline-rich protein 33	Prr33 Gm14492	Mus musculus (Mouse)	PRR33_MOUSE
O54990	Prominin-1 (Antigen AC133 homolog) (Prominin-like protein 1) (CD antigen CD133)	Prom1 Prom Proml1	Mus musculus (Mouse)	PROM1_MOUSE
P97458	Homeobox protein prophet of Pit-1 (PROP-1) (Pituitary-specific homeodomain factor)	Prop1 Prop-1	Mus musculus (Mouse)	PROP1_MOUSE
Q149T7	Protein phosphatase 1J (EC 3.1.3.16) (Protein phosphatase 2C isoform zeta) (PP2C-zeta)	Ppm1j Ppp2cz	Mus musculus (Mouse)	PPM1J_MOUSE
E9PUL5	Proline-rich transmembrane protein 2 (Dispanin subfamily B member 3) (DSPB3)	Prrt2	Mus musculus (Mouse)	PRRT2_MOUSE
Q6PE13	Proline-rich transmembrane protein 3	Prrt3	Mus musculus (Mouse)	PRRT3_MOUSE
Q8BU27	Protein phosphatase 1M (EC 3.1.3.16) (Protein phosphatase 2C isoform eta) (PP2C-eta) (PP2CE)	Ppm1m Ppm1e	Mus musculus (Mouse)	PPM1M_MOUSE
Q08761	Vitamin K-dependent protein S	Pros1 Pros	Mus musculus (Mouse)	PROS_MOUSE
Q6P1E7	DNA-directed primase/polymerase protein (EC 2.7.7.-)	Primpol	Mus musculus (Mouse)	PRIPO_MOUSE
P62334	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	Psmc6 Sug2	Mus musculus (Mouse)	PRS10_MOUSE
Q62100	Protamine-3 (Sperm protamine P3)	Prm3	Mus musculus (Mouse)	PRM3_MOUSE
Q9WV02	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	Rbmx Hnrnpg Hnrpg Rbmxp1 Rbmxrt	Mus musculus (Mouse)	RBMX_MOUSE
Q6NXW6	Cell cycle checkpoint protein RAD17	Rad17	Mus musculus (Mouse)	RAD17_MOUSE
A0A0M3U1B0	Synaptonemal complex protein 2-like (SCP-2-like)	Sycp2l	Mus musculus (Mouse)	SYC2L_MOUSE
Q8BVR6	RING finger and SPRY domain-containing protein 1	Rspry1 Kiaa1972	Mus musculus (Mouse)	RSPRY_MOUSE
P14206	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP)	Rpsa Lamr1 P40-8	Mus musculus (Mouse)	RSSA_MOUSE
Q9JIK9	28S ribosomal protein S34, mitochondrial (MRP-S34) (S34mt) (T-complex expressed gene 2 protein)	Mrps34 Tce2	Mus musculus (Mouse)	RT34_MOUSE
Q5SSG5	Ras-like protein family member 10B (EC 3.6.5.2)	Rasl10b	Mus musculus (Mouse)	RSLAB_MOUSE
Q91ZZ5	Relaxin receptor 2 (G-protein coupled receptor 106) (G-protein coupled receptor affecting testicular descent) (Leucine-rich repeat-containing G-protein coupled receptor 8) (Relaxin family peptide receptor 2)	Rxfp2 Gpr106 Great Lgr8	Mus musculus (Mouse)	RXFP2_MOUSE
Q8QZY4	Retbindin	Rtbdn	Mus musculus (Mouse)	RTBDN_MOUSE
A2AQ19	RNA polymerase-associated protein RTF1 homolog	Rtf1	Mus musculus (Mouse)	RTF1_MOUSE
Q99K95	Replication termination factor 2 (RTF2) (Replication termination factor 2 domain-containing protein 1)	Rtf2 Rtfdc1	Mus musculus (Mouse)	RTF2_MOUSE
Q32KG4	Retrotransposon Gag-like protein 9 (Retrotransposon gag domain-containing protein 1) (Sushi-XF2)	Rtl9 Gm385 Kiaa1318 Rgag1	Mus musculus (Mouse)	RTL9_MOUSE
Q5DTT4	Retrotransposon Gag-like protein 5 (Retrotransposon gag domain-containing protein 4)	Rtl5 Kiaa2001 Rgag4	Mus musculus (Mouse)	RTL5_MOUSE
Q8R4Y8	Rotatin	Rttn	Mus musculus (Mouse)	RTTN_MOUSE
Q8BIJ7	RUN and FYVE domain-containing protein 1 (Rab4-interacting protein)	Rufy1 Rabip4	Mus musculus (Mouse)	RUFY1_MOUSE
Q9R0N4	Synaptotagmin-10 (Synaptotagmin X) (SytX)	Syt10	Mus musculus (Mouse)	SYT10_MOUSE
Q8R2K4	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L (TAF6L) (PCAF-associated factor 65-alpha) (PAF65-alpha)	Taf6l Paf65a	Mus musculus (Mouse)	TAF6L_MOUSE
Q06666	Octapeptide-repeat protein T2	Srst T2	Mus musculus (Mouse)	T2_MOUSE
Q9R0N3	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	Syt11	Mus musculus (Mouse)	SYT11_MOUSE
Q99J38	Tetratricopeptide repeat protein 30A1 (TPR repeat protein 30A1)	Ttc30a1	Mus musculus (Mouse)	T30A1_MOUSE
Q3USQ7	Synapse differentiation-inducing gene protein 1-like (Capucin) (Caudate and putamen-enriched protein) (Dispanin subfamily C member 1) (DSPC1) (Synapse differentiation-induced protein 2) (Transmembrane protein 90A)	Syndig1l Gm261 SynDIG2 Tmem90a	Mus musculus (Mouse)	SYN1L_MOUSE
A2AKQ8	Tetratricopeptide repeat protein 30A2 (TPR repeat protein 30A2)	Ttc30a2	Mus musculus (Mouse)	T30A2_MOUSE
Q9EQT6	Synaptotagmin-13 (Synaptotagmin XIII) (SytXIII)	Syt13 Kiaa1427	Mus musculus (Mouse)	SYT13_MOUSE
Q9CQV5	28S ribosomal protein S24, mitochondrial (MRP-S24) (S24mt)	Mrps24	Mus musculus (Mouse)	RT24_MOUSE
Q9D3R9	Transcription initiation factor TFIID subunit 7-like (TATA box binding protein-associated factor RNA polymerase II subunit Q) (TATA box-binding protein-associated factor 50 kDa) (Transcription initiation factor TFIID 50 kDa subunit)	Taf7l Taf2q	Mus musculus (Mouse)	TAF7L_MOUSE
Q8C6N3	Synaptotagmin-15 (Synaptotagmin XV) (SytXV)	Syt15	Mus musculus (Mouse)	SYT15_MOUSE
Q8JZP2	Synapsin-3 (Synapsin III)	Syn3	Mus musculus (Mouse)	SYN3_MOUSE
Q9EQH4	Transcription initiation factor TFIID subunit 8 (Protein taube nuss) (TBP-associated factor 8)	Taf8 Tbn	Mus musculus (Mouse)	TAF8_MOUSE
Q8BP47	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1)	NARS1 Nars	Mus musculus (Mouse)	SYNC_MOUSE
Q6NZA9	Transcription initiation factor TFIID subunit 9B (Transcription initiation factor TFIID subunit 9-like) (Transcription-associated factor TAFII31L)	Taf9b Taf9l	Mus musculus (Mouse)	TAF9B_MOUSE
P46096	Synaptotagmin-1 (Synaptotagmin I) (SytI) (p65)	Syt1	Mus musculus (Mouse)	SYT1_MOUSE
Q6ZWR6	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	Syne1	Mus musculus (Mouse)	SYNE1_MOUSE
Q8VI33	Transcription initiation factor TFIID subunit 9 (RNA polymerase II TBP-associated factor subunit G) (Transcription initiation factor TFIID 31 kDa subunit) (TAFII-31) (TAFII31) (Transcription initiation factor TFIID 32 kDa subunit) (TAFII-32) (TAFII32)	Taf9 Taf2g	Mus musculus (Mouse)	TAF9_MOUSE
Q7TPG8	Chemokine-like protein TAFA-1	Tafa1 Fam19a1	Mus musculus (Mouse)	TAFA1_MOUSE
Q6ZWQ0	Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2)	Syne2	Mus musculus (Mouse)	SYNE2_MOUSE
Q7TPG7	Chemokine-like protein TAFA-2	Tafa2 Fam19a2	Mus musculus (Mouse)	TAFA2_MOUSE
P46097	Synaptotagmin-2 (Inositol polyphosphate-binding protein) (IP4-binding protein) (IP4BP) (Synaptotagmin II) (SytII)	Syt2	Mus musculus (Mouse)	SYT2_MOUSE
Q4FZC9	Nesprin-3 (KASH domain-containing protein 3) (KASH3) (Nuclear envelope spectrin repeat protein 3)	Syne3	Mus musculus (Mouse)	SYNE3_MOUSE
Q7TPG6	Chemokine-like protein TAFA-3	Tafa3 Fam19a3	Mus musculus (Mouse)	TAFA3_MOUSE
Q64302	Transmembrane 4 L6 family member 1 (Membrane component chromosome 3 surface marker 1 homolog) (Tumor-associated antigen L6)	Tm4sf1 M3s1	Mus musculus (Mouse)	T4S1_MOUSE
Q8CII8	Nesprin-4 (KASH domain-containing protein 4) (KASH4) (Nuclear envelope spectrin repeat protein 4)	Syne4	Mus musculus (Mouse)	SYNE4_MOUSE
Q7TPG5	Chemokine-like protein TAFA-4	Tafa4 Fam19a4	Mus musculus (Mouse)	TAFA4_MOUSE
O35681	Synaptotagmin-3 (Synaptotagmin III) (SytIII)	Syt3	Mus musculus (Mouse)	SYT3_MOUSE
Q9CQY8	Transmembrane 4 L6 family member 20	Tm4sf20	Mus musculus (Mouse)	T4S20_MOUSE
Q91XD3	Transmembrane 4 L6 family member 4	Tm4sf4	Mus musculus (Mouse)	T4S4_MOUSE
Q70IV5	Synemin (Desmuslin)	Synm Dmn Kiaa0353	Mus musculus (Mouse)	SYNEM_MOUSE
Q91WE9	Chemokine-like protein TAFA-5	Tafa5 Fam19a5	Mus musculus (Mouse)	TAFA5_MOUSE
A2ANU3	Synapse differentiation-inducing gene protein 1 (SynDIG1) (Dispanin subfamily C member 2) (DSPC2) (Transmembrane protein 90B)	Syndig1 Tmem90b	Mus musculus (Mouse)	SYNG1_MOUSE
P40749	Synaptotagmin-4 (Synaptotagmin IV) (SytIV)	Syt4 Syt3	Mus musculus (Mouse)	SYT4_MOUSE
Q9QXE4	Tumor protein p53-inducible nuclear protein 1 (Stress-induced protein) (Thymus-expressed acidic protein) (TEAP) (p53-dependent damage-inducible nuclear protein 1) (p53DINP1)	Trp53inp1 Sip	Mus musculus (Mouse)	T53I1_MOUSE
Q8CHC4	Synaptojanin-1 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)	Synj1 Kiaa0910	Mus musculus (Mouse)	SYNJ1_MOUSE
Q9R0N5	Synaptotagmin-5 (Synaptotagmin IX) (Synaptotagmin V) (SytV)	Syt5 Syt9	Mus musculus (Mouse)	SYT5_MOUSE
Q8CFU8	Tumor protein p53-inducible nuclear protein 2 (Diabetes and obesity-regulated protein)	Tp53inp2 Dor Trp53inp2	Mus musculus (Mouse)	T53I2_MOUSE
Q9D2G5	Synaptojanin-2 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2)	Synj2 Kiaa0348	Mus musculus (Mouse)	SYNJ2_MOUSE
Q9R0N8	Synaptotagmin-6 (Synaptotagmin VI) (SytVI)	Syt6	Mus musculus (Mouse)	SYT6_MOUSE
B2RWW0	T-cell activation Rho GTPase-activating protein (T-cell activation GTPase-activating protein)	Tagap	Mus musculus (Mouse)	TAGAP_MOUSE
Q8BGV0	Probable asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	Nars2	Mus musculus (Mouse)	SYNM_MOUSE
Q9R0N7	Synaptotagmin-7 (Synaptotagmin VII) (SytVII)	Syt7	Mus musculus (Mouse)	SYT7_MOUSE
Q8QZT1	Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	Acat1	Mus musculus (Mouse)	THIL_MOUSE
Q6A070	TOG array regulator of axonemal microtubules protein 1 (Crescerin-1) (Protein FAM179B)	Togaram1 Fam179b Kiaa0423	Mus musculus (Mouse)	TGRM1_MOUSE
P19221	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2 Cf2	Mus musculus (Mouse)	THRB_MOUSE
Q3TYG6	TOG array regulator of axonemal microtubules protein 2 (Crescerin-2) (Protein FAM179A)	Togaram2 Fam179a	Mus musculus (Mouse)	TGRM2_MOUSE
P80315	T-complex protein 1 subunit delta (TCP-1-delta) (A45) (CCT-delta)	Cct4 Cctd	Mus musculus (Mouse)	TCPD_MOUSE
Q3T9E4	T-cell-specific guanine nucleotide triphosphate-binding protein 2 (EC 3.6.5.-) (Interferon-gamma-inducible GTPase Ifggb6 protein) (T-cell-specific guanine nucleotide triphosphate-binding protein)	Tgtp2 Ifggb6 Irgb6 Mg21 Tgtp	Mus musculus (Mouse)	TGTP2_MOUSE
Q4FZG7	Putative mitochondrial import inner membrane translocase subunit Tim8 A-B	Timm8a2 Timm8ab	Mus musculus (Mouse)	TI8AB_MOUSE
O70146	Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1)	Tesk1	Mus musculus (Mouse)	TESK1_MOUSE
P52912	Nucleolysin TIA-1 (RNA-binding protein TIA-1) (T-cell-restricted intracellular antigen-1) (TIA-1)	Tia1 Tia	Mus musculus (Mouse)	TIA1_MOUSE
Q9R0N6	Synaptotagmin-8 (Synaptotagmin VIII) (SytVIII)	Syt8	Mus musculus (Mouse)	SYT8_MOUSE
Q504N2	Solute carrier family 22 member 15	Slc22a15	Mus musculus (Mouse)	S22AF_MOUSE
Q9D9E0	Solute carrier family 22 member 17 (24p3 receptor) (24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor)	Slc22a17 Boct	Mus musculus (Mouse)	S22AH_MOUSE
Q9R0N9	Synaptotagmin-9 (Synaptotagmin IX) (SytIX) (Synaptotagmin V)	Syt9 Syt5	Mus musculus (Mouse)	SYT9_MOUSE
Q8VCA0	Solute carrier family 22 member 19 (Organic anion transporter 5)	Slc22a19 Oat5 Slc22a9	Mus musculus (Mouse)	S22AJ_MOUSE
A2AGL3	Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)	Ryr3	Mus musculus (Mouse)	RYR3_MOUSE
P40224	Stromal cell-derived factor 1 (SDF-1) (12-O-tetradecanoylphorbol 13-acetate repressed protein 1) (TPAR1) (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor) (PBSF) (Thymic lymphoma cell-stimulating factor) (TLSF)	Cxcl12 Sdf1	Mus musculus (Mouse)	SDF1_MOUSE
Q9Z123	Semaphorin-4F (Semaphorin-W) (Sema W)	Sema4f Semaw	Mus musculus (Mouse)	SEM4F_MOUSE
Q8BHK2	Sodium channel subunit beta-3	Scn3b	Mus musculus (Mouse)	SCN3B_MOUSE
Q9R0P6	Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18) (Sid 2895)	Sec11a Sec11l1 Sid2895 Spc18	Mus musculus (Mouse)	SC11A_MOUSE
Q7TST3	Sterile alpha motif domain-containing protein 10 (SAM domain-containing protein 10)	Samd10	Mus musculus (Mouse)	SAM10_MOUSE
Q8BGH2	Sorting and assembly machinery component 50 homolog	Samm50	Mus musculus (Mouse)	SAM50_MOUSE
Q80SW1	S-adenosylhomocysteine hydrolase-like protein 1 (IP3R-binding protein released with inositol 1,4,5-trisphosphate) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)	Ahcyl1 Irbit	Mus musculus (Mouse)	SAHH2_MOUSE
Q3TZ89	Protein transport protein Sec31B (SEC31-like protein 2) (SEC31-related protein B)	Sec31b Gm341 Sec31l2	Mus musculus (Mouse)	SC31B_MOUSE
Q923I7	Sodium/glucose cotransporter 2 (Na(+)/glucose cotransporter 2) (Low affinity sodium-glucose cotransporter) (Solute carrier family 5 member 2)	Slc5a2 Sglt2	Mus musculus (Mouse)	SC5A2_MOUSE
Q8R216	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 2.3.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)	Sirt4 Sir2l4	Mus musculus (Mouse)	SIR4_MOUSE
P43267	Protein SOX-15	Sox15 Sox-15	Mus musculus (Mouse)	SOX15_MOUSE
Q9WV38	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)	Slc2a5 Glut5	Mus musculus (Mouse)	GTR5_MOUSE
G3XA59	Transforming growth factor beta activator LRRC32 (Garpin) (Glycoprotein A repetitions predominant) (GARP) (Leucine-rich repeat-containing protein 32)	Lrrc32	Mus musculus (Mouse)	LRC32_MOUSE
P39655	Polyunsaturated fatty acid lipoxygenase ALOX12 (EC 1.13.11.-) (Arachidonate (12S)-lipoxygenase) (12S-LOX) (12S-lipoxygenase) (EC 1.13.11.31) (Arachidonate (15S)-lipoxygenase) (EC 1.13.11.33) (Linoleate (13S)-lipoxygenase) (Lipoxin synthase 12-LO) (EC 3.3.2.-) (Platelet-type lipoxygenase 12) (P-12LO)	Alox12 Alox12p	Mus musculus (Mouse)	LOX12_MOUSE
Q8VCH9	Leucine-rich repeat-containing protein 3B (Leucine-rich repeat protein 15)	Lrrc3b Lrp15	Mus musculus (Mouse)	LRC3B_MOUSE
Q922Q8	Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]	Lrrc59	Mus musculus (Mouse)	LRC59_MOUSE
Q9DC07	LIM zinc-binding domain-containing Nebulette (Actin-binding Z-disk protein)	Nebl Lnebl	Mus musculus (Mouse)	LNEBL_MOUSE
Q9QXA5	U6 snRNA-associated Sm-like protein LSm4	Lsm4	Mus musculus (Mouse)	LSM4_MOUSE
Q3UMG5	Leucine-rich repeat and calponin homology domain-containing protein 2	Lrch2 Kiaa1495	Mus musculus (Mouse)	LRCH2_MOUSE
Q69ZN7	Myoferlin (Fer-1-like protein 3)	Myof Fer1l3 Kiaa1207	Mus musculus (Mouse)	MYOF_MOUSE
Q69ZB0	Leucine-rich repeat and coiled-coil domain-containing protein 1	Lrrcc1 Kiaa1764	Mus musculus (Mouse)	LRCC1_MOUSE
Q66JT1	Volume-regulated anion channel subunit LRRC8E (Leucine-rich repeat-containing protein 8E)	Lrrc8e	Mus musculus (Mouse)	LRC8E_MOUSE
C8YR32	Lipoxygenase homology domain-containing protein 1	Loxhd1	Mus musculus (Mouse)	LOXH1_MOUSE
O88951	Protein lin-7 homolog B (Lin-7B) (Mammalian lin-seven protein 2) (MALS-2) (Vertebrate lin-7 homolog 2) (Veli-2)	Lin7b Mals2 Veli2	Mus musculus (Mouse)	LIN7B_MOUSE
Q8VC16	Leucine-rich repeat-containing protein 14	Lrrc14 Kiaa0014	Mus musculus (Mouse)	LRC14_MOUSE
Q8BZT5	Leucine-rich repeat-containing protein 19	Lrrc19	Mus musculus (Mouse)	LRC19_MOUSE
Q80X72	Leucine-rich repeat-containing protein 15	Lrrc15	Mus musculus (Mouse)	LRC15_MOUSE
Q69ZQ1	Myogenesis-regulating glycosidase (EC 3.2.1.-) (Nuclear envelope transmembrane protein 37) (Uncharacterized family 31 glucosidase KIAA1161)	Myorg Kiaa1161 Net37	Mus musculus (Mouse)	MYORG_MOUSE
Q61810	Latent-transforming growth factor beta-binding protein 3 (LTBP-3)	Ltbp3	Mus musculus (Mouse)	LTBP3_MOUSE
Q8BQ89	LIX1-like protein	Lix1l	Mus musculus (Mouse)	LIX1L_MOUSE
Q9WVP9	Interferon-induced GTP-binding protein Mx2 (Myxovirus resistance protein 2)	Mx2	Mus musculus (Mouse)	MX2_MOUSE
Q9CTN8	LHFPL tetraspan subfamily member 3 protein (Lipoma HMGIC fusion partner-like 3 protein)	Lhfpl3	Mus musculus (Mouse)	LHPL3_MOUSE
Q8VCM4	Lipoyltransferase 1, mitochondrial (EC 2.3.1.-) (Lipoate biosynthesis protein) (Lipoate-protein ligase) (Lipoyl ligase)	Lipt1	Mus musculus (Mouse)	LIPT_MOUSE
P61375	LIM/homeobox protein Lhx5 (LIM homeobox protein 5)	Lhx5	Mus musculus (Mouse)	LHX5_MOUSE
P97503	Homeobox protein Nkx-3.2 (Bagpipe homeobox protein homolog 1) (Homeobox protein NK-3 homolog B)	Nkx3-2 Bapx1 Nkx-3.2 Nkx3b	Mus musculus (Mouse)	NKX32_MOUSE
Q8BL86	Acyl-coenzyme A thioesterase MBLAC2 (Acyl-CoA thioesterase MBLAC2) (EC 3.1.2.2) (Beta-lactamase MBLAC2) (EC 3.5.2.6) (Metallo-beta-lactamase domain-containing protein 2) (Palmitoyl-coenzyme A thioesterase MBLAC2)	Mblac2	Mus musculus (Mouse)	MBLC2_MOUSE
Q9CY25	Protein MIS12 homolog	Mis12	Mus musculus (Mouse)	MIS12_MOUSE
Q9CQI9	Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30) (Thyroid hormone receptor-associated protein 6) (Thyroid hormone receptor-associated protein complex 25 kDa component) (Trap25)	Med30 Thrap6 Trap25	Mus musculus (Mouse)	MED30_MOUSE
P28825	Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (MEP-1)	Mep1a	Mus musculus (Mouse)	MEP1A_MOUSE
Q64327	Male-enhanced antigen 1 (MEA-1)	Mea1 Mea	Mus musculus (Mouse)	MEA1_MOUSE
Q9CZB6	Mediator of RNA polymerase II transcription subunit 7 (Cofactor required for Sp1 transcriptional activation subunit 9) (CRSP complex subunit 9) (Mediator complex subunit 7)	Med7 Crsp9	Mus musculus (Mouse)	MED7_MOUSE
Q63932	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	Map2k2 Mek2 Mkk2 Prkmk2	Mus musculus (Mouse)	MP2K2_MOUSE
Q9D4I2	Meiosis inhibitor protein 1 (Meiosis defective protein 1)	Mei1	Mus musculus (Mouse)	MEII1_MOUSE
Q8C784	Modulator of smoothened protein (Attenuator of hedgehog)	Mosmo Atthog	Mus musculus (Mouse)	MOSMO_MOUSE
P60670	Nuclear protein localization protein 4 homolog (Protein NPL4)	Nploc4 Kiaa1499 Npl4	Mus musculus (Mouse)	NPL4_MOUSE
O70255	Myelin protein zero-like protein 2 (Epithelial V-like antigen 1)	Mpzl2 Eva Eva1	Mus musculus (Mouse)	MPZL2_MOUSE
Q99MT8	Mas-related G-protein coupled receptor member H (G-protein coupled receptor 90)	Mrgprh Gpr90 Mrgh	Mus musculus (Mouse)	MRGRH_MOUSE
B1AT66	Monocarboxylate transporter 7 (MCT 7) (Monocarboxylate transporter 6) (MCT 6) (Solute carrier family 16 member 6)	Slc16a6 Mct7	Mus musculus (Mouse)	MOT7_MOUSE
P48964	M-phase inducer phosphatase 1 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25A)	Cdc25a Cdc25m3	Mus musculus (Mouse)	MPIP1_MOUSE
Q8VCJ6	Mas-related G-protein coupled receptor member F (Mas-related gene F protein)	Mrgprf Mrgf	Mus musculus (Mouse)	MRGRF_MOUSE
